"homeInjuries","visitingInjuries","homeWLP","visitingWLP","homeDiff","visitingDiff","homeLast8WLP","visitingLast8WLP","visitingWLPAsVisitor","homeWLPAsHome","winningTeam"
0.01,0.01,0.8214285714285714,0.3448275862068966,9.285714285714278,-4.793103448275872,0.625,0.375,0.2857142857142857,0.9285714285714286,"HOME"
1,0.01,0.4074074074074074,0.5517241379310345,-0.8148148148148238,1.0689655172413808,0.375,0.375,0.35714285714285715,0.5833333333333334,"VISITING"
1,1,0.42857142857142855,0.5,-3.357142857142861,-0.25,0.25,0.25,0.4666666666666667,0.375,"HOME"
0.01,1,0.46153846153846156,0.45161290322580644,-1.6153846153846132,-1.4193548387096797,0.375,0.5,0.5333333333333333,0.5454545454545454,"HOME"
0.01,0.01,0.6451612903225806,0.48148148148148145,4.290322580645167,0.7407407407407334,0.625,0.5,0.35714285714285715,0.75,"HOME"
1,0.01,0.6451612903225806,0.28125,5.4193548387096655,-8.5,0.625,0.5,0.2777777777777778,0.8571428571428571,"HOME"
2,1,0.4444444444444444,0.3103448275862069,0.2962962962963047,-4.172413793103445,0.625,0.375,0.38461538461538464,0.3333333333333333,"HOME"
0.01,0.01,0.8275862068965517,0.7586206896551724,6.206896551724142,7.24137931034484,0.875,0.75,0.6153846153846154,0.8571428571428571,"VISITING"
1,0.01,0.6071428571428571,0.2857142857142857,2.2142857142857224,-9.25,0.75,0.125,0.07692307692307693,0.7142857142857143,"HOME"
1,0.01,0.20689655172413793,0.4827586206896552,-7.75862068965516,3.551724137931032,0.125,0.5,0.3125,0.21428571428571427,"VISITING"
0.01,0.01,0.3103448275862069,0.5666666666666667,-3.4827586206896655,2.1666666666666714,0.375,0.75,0.35714285714285715,0.4,"HOME"
1,0.01,0.3448275862068966,0.5806451612903226,-5.931034482758619,4.193548387096769,0.25,0.625,0.4375,0.5714285714285714,"VISITING"
4,0.01,0.8275862068965517,0.65625,7.724137931034477,4.4375,0.875,0.625,0.5333333333333333,0.9285714285714286,"HOME"
0.01,0.01,0.43333333333333335,0.27586206896551724,-3.9666666666666686,-9.41379310344827,0.375,0.125,0.07142857142857142,0.5,"VISITING"
1,0.01,0.7666666666666667,0.32142857142857145,7.200000000000003,-3.642857142857153,0.625,0.375,0.2727272727272727,0.7142857142857143,"HOME"
0.01,0.01,0.2727272727272727,0.45161290322580644,-8.484848484848484,-1.258064516129025,0.375,0.5,0.46153846153846156,0.2857142857142857,"HOME"
1,1,0.4482758620689655,0.39285714285714285,-2.5172413793103487,-1.5714285714285694,0.375,0.375,0.26666666666666666,0.4117647058823529,"VISITING"
0.01,0.01,0.5,0.5666666666666667,4.166666666666671,1.7666666666666657,0.5,0.5,0.4,0.6923076923076923,"VISITING"
0.01,0.01,0.4827586206896552,0.7666666666666667,-0.9655172413793167,7.033333333333331,0.125,0.875,0.6428571428571429,0.5384615384615384,"VISITING"
0.01,0.01,0.4375,0.48148148148148145,-2.125,-0.6666666666666714,0.375,0.5,0.4,0.375,"VISITING"
1,1,0.65625,0.6206896551724138,5.5,2.620689655172413,0.75,0.75,0.5,0.8666666666666667,"VISITING"
0.01,0.01,0.4642857142857143,0.8,0.3928571428571388,5.966666666666654,0.375,0.75,0.8,0.6153846153846154,"HOME"
2,1,0.43333333333333335,0.5483870967741935,-1.7333333333333343,1.8709677419354875,0.375,0.625,0.3333333333333333,0.5,"VISITING"
1,0.01,0.7741935483870968,0.3333333333333333,7.225806451612911,-5.099999999999994,0.625,0.25,0.26666666666666666,0.7333333333333333,"HOME"
2,1,0.41379310344827586,0.4642857142857143,-1.3793103448275872,0.8214285714285694,0.375,0.75,0.5333333333333333,0.5384615384615384,"VISITING"
0.01,2,0.8275862068965517,0.3333333333333333,9.448275862068968,-5.86666666666666,0.75,0.125,0.13333333333333333,0.9333333333333333,"HOME"
0.01,0.01,0.3333333333333333,0.59375,-3.1333333333333258,4.1875,0.375,0.75,0.47058823529411764,0.4375,"VISITING"
0.01,0.01,0.6363636363636364,0.3103448275862069,3.363636363636374,-3.793103448275872,0.625,0.375,0.25,0.7647058823529411,"VISITING"
0.01,1,0.41935483870967744,0.2,-4.064516129032256,-8.233333333333334,0.25,0.125,0.2,0.4666666666666667,"VISITING"
3,0.01,0.8333333333333334,0.7741935483870968,8.5,5.709677419354833,0.875,0.625,0.75,0.9333333333333333,"VISITING"
1,0.01,0.6363636363636364,0.4375,4.757575757575751,-1.3125,0.625,0.5,0.42857142857142855,0.8125,"HOME"
0.01,0.01,0.5,0.5806451612903226,-0.3928571428571388,1.7741935483871032,0.625,0.625,0.4375,0.5833333333333334,"VISITING"
1,0.01,0.4666666666666667,0.3,-1.0333333333333314,-8.86666666666666,0.125,0.25,0.13333333333333333,0.5,"VISITING"
1,0.01,0.4827586206896552,0.8333333333333334,1,9.633333333333326,0.75,0.75,0.7142857142857143,0.38461538461538464,"HOME"
0.01,0.01,0.4838709677419355,0.4827586206896552,3.967741935483872,0.44827586206896797,0.5,0.375,0.3333333333333333,0.6428571428571429,"HOME"
2,2,0.4,0.41935483870967744,-1.5333333333333314,-1.709677419354847,0.375,0.375,0.35714285714285715,0.5,"HOME"
3,0.01,0.8064516129032258,0.3225806451612903,8.096774193548384,-5.612903225806448,0.75,0.25,0.25,0.875,"VISITING"
0.01,0.01,0.78125,0.42424242424242425,5.65625,-2.0909090909090935,0.625,0.375,0.4,0.8,"HOME"
1,0.01,0.3225806451612903,0.3225806451612903,-6.161290322580655,-3.451612903225808,0.125,0.375,0.21428571428571427,0.5333333333333333,"HOME"
0.01,0.01,0.7741935483870968,0.6060606060606061,6.903225806451616,4.454545454545453,0.875,0.875,0.5,0.875,"VISITING"
0.01,1,0.29411764705882354,0.22580645161290322,-8.14705882352942,-7.483870967741936,0.5,0.25,0.25,0.3333333333333333,"HOME"
1,1,0.78125,0.3,7.65625,-4.533333333333331,0.75,0.375,0.35714285714285715,0.75,"VISITING"
0.01,0.01,0.3333333333333333,0.3225806451612903,-3.5333333333333314,-8.193548387096769,0.375,0.375,0.1875,0.35294117647058826,"VISITING"
1,1,0.6333333333333333,0.43333333333333335,3.1666666666666714,-2.566666666666663,0.75,0.375,0.5,0.7333333333333333,"VISITING"
0.01,0.01,0.5625,0.6176470588235294,1.84375,4.588235294117638,0.75,0.875,0.5263157894736842,0.75,"VISITING"
2,0.01,0.40625,0.4666666666666667,-2.03125,0.03333333333333144,0.375,0.375,0.3125,0.47058823529411764,"VISITING"
0.01,1,0.59375,0.6470588235294118,2,5.411764705882348,0.625,0.625,0.47058823529411764,0.7333333333333333,"VISITING"
0.01,1,0.45161290322580644,0.45161290322580644,-1.3870967741935516,-2.225806451612897,0,0.5,0.5384615384615384,0.4666666666666667,"HOME"
0.01,2,0.6176470588235294,0.3225806451612903,3.147058823529406,-4.258064516129039,0.5,0.375,0.4,0.7222222222222222,"HOME"
0.01,0.01,0.40625,0.3142857142857143,-4.40625,-7.657142857142858,0.25,0.625,0.2631578947368421,0.4375,"HOME"
0.01,1,0.4827586206896552,0.5,-0.6896551724137936,1.3999999999999915,0.625,0.75,0.5625,0.5384615384615384,"VISITING"
2,0.01,0.41935483870967744,0.5454545454545454,-1.0967741935483843,1.757575757575765,0.5,0.625,0.375,0.5333333333333333,"HOME"
0.01,1,0.34375,0.34375,-5.375,-5.78125,0.25,0.25,0.125,0.4,"HOME"
0.01,0.01,0.3225806451612903,0.4117647058823529,-3.709677419354847,-2.911764705882362,0.375,0.25,0.375,0.3333333333333333,"VISITING"
0.01,0.01,0.8064516129032258,0.4838709677419355,8.903225806451616,0.12903225806451246,0.625,0.5,0.35294117647058826,0.9375,"HOME"
1,1,0.7575757575757576,0.6571428571428571,7.303030303030297,5.4571428571428555,0.625,0.625,0.5,0.7058823529411765,"HOME"
0.01,0.01,0.7878787878787878,0.34375,6.393939393939391,-7.65625,0.625,0.5,0.23529411764705882,0.8125,"VISITING"
1,1,0.6129032258064516,0.21875,2.8064516129032313,-7.53125,0.625,0.25,0.23529411764705882,0.6875,"HOME"
0.01,0.01,0.3125,0.75,-3.53125,6.40625,0.375,0.75,0.6666666666666666,0.4117647058823529,"VISITING"
0.01,4,0.5,0.78125,4.21875,7.78125,0.5,0.625,0.7333333333333333,0.6666666666666666,"VISITING"
3,2,0.7878787878787878,0.3939393939393939,7.666666666666671,-2.0606060606060623,0.625,0.25,0.3333333333333333,0.8235294117647058,"HOME"
1,0.01,0.3333333333333333,0.8125,-5.818181818181813,9.15625,0.125,0.75,0.6666666666666666,0.5625,"VISITING"
0.01,1,0.5757575757575758,0.3125,1.7272727272727337,-4.1875,0.5,0.375,0.375,0.6875,"VISITING"
0.01,1,0.42424242424242425,0.46875,-3.939393939393952,-1.25,0.25,0.125,0.4375,0.47058823529411764,"VISITING"
1,1,0.42424242424242425,0.4375,-2.2727272727272805,-2.25,0.375,0.5,0.5,0.35294117647058826,"VISITING"
0.01,0.01,0.4666666666666667,0.6285714285714286,-1.0999999999999943,4.48571428571428,0.625,1,0.55,0.5,"VISITING"
0.01,1,0.7575757575757576,0.5161290322580645,6.696969696969688,1.774193548387089,0.75,0.875,0.5882352941176471,0.8235294117647058,"HOME"
0.01,0.01,0.36363636363636365,0.5294117647058824,-5,1.5,0.375,0.5,0.35294117647058826,0.4375,"HOME"
1,0.01,0.6388888888888888,0.30303030303030304,4.638888888888886,-3.9090909090909207,0.5,0.25,0.2,0.8235294117647058,"HOME"
0.01,0.01,0.36363636363636365,0.48484848484848486,-7.363636363636374,3.969696969696969,0.625,0.5,0.35294117647058826,0.4666666666666667,"VISITING"
1,2,0.48484848484848486,0.38235294117647056,-0.5454545454545467,-2.676470588235304,0.25,0.125,0.3125,0.5,"HOME"
1,0.01,0.42857142857142855,0.45161290322580644,-2.5428571428571445,-1.5806451612903203,0.25,0.5,0.4375,0.4444444444444444,"VISITING"
1,1,0.4375,0.625,-0.84375,3.21875,0.625,0.75,0.5333333333333333,0.5625,"HOME"
1,0.01,0.3235294117647059,0.35294117647058826,-5.764705882352942,-8.058823529411768,0.125,0.625,0.2777777777777778,0.5294117647058824,"HOME"
0.01,0.01,0.5588235294117647,0.4117647058823529,1.32352941176471,-4.470588235294116,0.5,0.125,0.375,0.6470588235294118,"HOME"
1,0.01,0.3333333333333333,0.4117647058823529,-3.6969696969696884,-3.029411764705884,0.375,0.25,0.5,0.25,"HOME"
1,0.01,0.21212121212121213,0.6388888888888888,-7.787878787878796,4.805555555555557,0.25,1,0.5714285714285714,0.2,"VISITING"
0.01,1,0.8181818181818182,0.5,9,1.5625,0.875,0.75,0.5555555555555556,0.9411764705882353,"HOME"
0.01,3,0.3055555555555556,0.7941176470588235,-7.75,8.117647058823522,0.5,0.625,0.75,0.375,"HOME"
1,1,0.45454545454545453,0.7647058823529411,-1.3333333333333286,7.794117647058812,0.625,0.625,0.8125,0.3888888888888889,"VISITING"
0.01,0.01,0.3125,0.7647058823529411,-3.90625,6.147058823529406,0.375,0.5,0.7647058823529411,0.3157894736842105,"HOME"
0.01,0.01,0.7647058823529411,0.46875,6.64705882352942,-0.40625,0.75,0.5,0.3333333333333333,0.8333333333333334,"HOME"
0.01,0.01,0.5142857142857142,0.8235294117647058,1.3142857142857167,8.941176470588232,0.375,0.875,0.6875,0.7058823529411765,"HOME"
1,2,0.6486486486486487,0.37142857142857144,5.054054054054049,-3.4857142857142804,0.5,0.125,0.29411764705882354,0.8333333333333334,"HOME"
0.01,0.01,0.38235294117647056,0.6486486486486487,-4.705882352941174,5.243243243243256,0.5,1,0.5909090909090909,0.47058823529411764,"HOME"
1,0.01,0.7714285714285715,0.5714285714285714,7.628571428571433,1.6571428571428584,0.75,0.625,0.47058823529411764,0.7222222222222222,"HOME"
1,1,0.48484848484848486,0.4,1.3030303030302974,-3.057142857142864,0.625,0.125,0.47058823529411764,0.42857142857142855,"HOME"
0.01,0.01,0.6285714285714286,0.4,3.114285714285714,-4.714285714285708,0.625,0.125,0.35294117647058826,0.7368421052631579,"HOME"
0.01,0.01,0.45454545454545453,0.46875,-0.9696969696969688,-1.09375,0.5,0.5,0.47058823529411764,0.6428571428571429,"VISITING"
0.01,0.01,0.7428571428571429,0.29411764705882354,5.857142857142847,-4.382352941176478,0.5,0.25,0.1875,0.7647058823529411,"HOME"
0.01,1,0.5,0.6060606060606061,4.764705882352942,2.969696969696969,0.5,0.625,0.5,0.625,"VISITING"
1,3,0.5,0.7714285714285715,0.3823529411764639,7.571428571428569,0.375,0.625,0.7058823529411765,0.5294117647058824,"HOME"
0.01,0.01,0.35294117647058826,0.7714285714285715,-3.470588235294116,7,0.5,0.75,0.6875,0.29411764705882354,"HOME"
0.01,0.01,0.5277777777777778,0.6388888888888888,1.5555555555555571,3.416666666666657,0.5,0.625,0.5,0.7222222222222222,"HOME"
0.01,2,0.631578947368421,0.3611111111111111,5,-3.555555555555557,0.875,0.125,0.2777777777777778,0.7333333333333333,"HOME"
0.01,0.01,0.4,0.75,-4.4571428571428555,6.5277777777777715,0.625,0.625,0.6470588235294118,0.5,"HOME"
0.01,0.01,0.4857142857142857,0.4166666666666667,4.6000000000000085,-2.8611111111111143,0.5,0.25,0.4117647058823529,0.5882352941176471,"HOME"
1,1,0.20588235294117646,0.45454545454545453,-8.176470588235304,-0.6666666666666714,0.25,0.75,0.3125,0.1875,"VISITING"
0.01,1,0.32432432432432434,0.34285714285714286,-7.243243243243242,-5.085714285714289,0.625,0.25,0.11764705882352941,0.4117647058823529,"VISITING"
0.01,0.01,0.4411764705882353,0.5555555555555556,-1.117647058823536,1,0.375,0.5,0.4444444444444444,0.6,"VISITING"
0.01,1,0.34285714285714286,0.3888888888888889,-8.342857142857142,-3.555555555555557,0.5,0.125,0.4444444444444444,0.4375,"VISITING"
0.01,0.01,0.8,0.48484848484848486,8.400000000000006,-0.8787878787878753,0.75,0.5,0.5,0.9444444444444444,"HOME"
1,1,0.6578947368421053,0.3888888888888889,5.078947368421041,-4.9722222222222285,0.625,0.125,0.3333333333333333,0.8421052631578947,"HOME"
0.01,0.01,0.3333333333333333,0.2857142857142857,-3.6666666666666714,-4.714285714285722,0.5,0.25,0.17647058823529413,0.35,"HOME"
1,1,0.4411764705882353,0.6176470588235294,-1.3529411764705799,2.911764705882348,0.5,0.625,0.5294117647058824,0.3684210526315789,"HOME"
0.01,2,0.75,0.35135135135135137,6.138888888888886,-3.513513513513516,0.5,0.125,0.2631578947368421,0.7777777777777778,"HOME"
1,0.01,0.5,0.4166666666666667,1.8823529411764781,-4.083333333333329,0.75,0.75,0.29411764705882354,0.4666666666666667,"HOME"
1,0.01,0.47058823529411764,0.40540540540540543,-0.3823529411764639,-3.513513513513516,0.75,0.125,0.3888888888888889,0.5882352941176471,"HOME"
0.01,0.01,0.5675675675675675,0.42857142857142855,1.4324324324324351,-1.5714285714285694,0.625,0.25,0.3157894736842105,0.6666666666666666,"HOME"
1,0.01,0.5142857142857142,0.2777777777777778,0.7428571428571331,-5.138888888888886,0.5,0.25,0.16666666666666666,0.5555555555555556,"HOME"
0.01,1,0.40540540540540543,0.6,-3.189189189189193,2.6857142857142833,0.25,0.5,0.5,0.3333333333333333,"HOME"
0.01,0.01,0.47058823529411764,0.6216216216216216,-1.647058823529406,3.243243243243242,0.5,0.625,0.47058823529411764,0.4666666666666667,"VISITING"
0.01,1,0.3333333333333333,0.37142857142857144,-8.3888888888889,-3.085714285714289,0.5,0.5,0.4117647058823529,0.4117647058823529,"VISITING"
3,1,0.75,0.2,7,-8.200000000000003,0.5,0.125,0.2222222222222222,0.8333333333333334,"HOME"
1,0.01,0.45714285714285713,0.5405405405405406,-1.1714285714285637,1.5945945945945823,0.5,0.5,0.3333333333333333,0.4,"HOME"
0.01,1,0.35294117647058826,0.3611111111111111,-2.970588235294116,-4.638888888888886,0.5,0.375,0.16666666666666666,0.38095238095238093,"HOME"
1,0.01,0.7777777777777778,0.5,8.027777777777771,5.2222222222222285,0.75,0.625,0.3888888888888889,0.7368421052631579,"HOME"
2,0.01,0.34210526315789475,0.631578947368421,-3.631578947368425,3.3421052631578902,0,0.625,0.5,0.4444444444444444,"VISITING"
1,0.01,0.4857142857142857,0.45714285714285713,-0.19999999999998863,-1.7999999999999972,0.75,0.375,0.47368421052631576,0.6111111111111112,"VISITING"
0.01,0.01,0.5789473684210527,0.2702702702702703,1.473684210526315,-5.702702702702695,0.625,0.125,0.15789473684210525,0.6842105263157895,"HOME"
0.01,1,0.3157894736842105,0.5277777777777778,-7.34210526315789,1.4444444444444429,0.5,0.625,0.47058823529411764,0.3888888888888889,"HOME"
1,1,0.5142857142857142,0.19444444444444445,2.285714285714292,-8.416666666666657,0.75,0.125,0.21052631578947367,0.5,"HOME"
0.01,1,0.4166666666666667,0.7837837837837838,-1.6111111111111143,8.297297297297291,0.25,0.875,0.8235294117647058,0.5625,"VISITING"
1,1,0.3888888888888889,0.5833333333333334,-2.7222222222222143,2.555555555555557,0.625,0.5,0.47368421052631576,0.3333333333333333,"HOME"
0.01,0.01,0.39473684210526316,0.40540540540540543,-3.578947368421055,-2.5945945945945965,0.125,0.75,0.4444444444444444,0.42105263157894735,"HOME"
0.01,1,0.3783783783783784,0.35135135135135137,-5.810810810810821,-5.702702702702695,0.125,0.375,0.15789473684210525,0.4444444444444444,"VISITING"
0.01,0.01,0.8055555555555556,0.37142857142857144,8.916666666666671,-1.6285714285714334,0.75,0.625,0.3076923076923077,0.9473684210526315,"HOME"
1,3,0.4722222222222222,0.7567567567567568,-0.9444444444444429,7.243243243243242,0.625,0.5,0.6666666666666666,0.42857142857142855,"HOME"
2,1,0.3333333333333333,0.5277777777777778,-3.846153846153854,2.833333333333343,0,0.75,0.5263157894736842,0.42105263157894735,"HOME"
0.01,0.01,0.32432432432432434,0.41025641025641024,-8.432432432432435,-3.2307692307692264,0.5,0.25,0.3684210526315789,0.3888888888888889,"HOME"
0.01,1,0.2631578947368421,0.4722222222222222,-6.052631578947356,-0.5833333333333286,0,0.75,0.35294117647058826,0.3888888888888889,"VISITING"
0.01,1,0.7567567567567568,0.3684210526315789,6.189189189189179,-5.5,0.5,0.5,0.2,0.7894736842105263,"HOME"
1,0.01,0.6666666666666666,0.5897435897435898,5.871794871794876,1.9230769230769198,0.75,0.625,0.47368421052631576,0.85,"HOME"
0.01,1,0.6410256410256411,0.5135135135135135,4.92307692307692,1,0.875,0.625,0.4444444444444444,0.75,"VISITING"
0.01,0.01,0.40540540540540543,0.6410256410256411,-1.7297297297297405,3.564102564102569,0.125,0.625,0.5263157894736842,0.5294117647058824,"VISITING"
1,0.01,0.5675675675675675,0.3684210526315789,2.432432432432435,-5.71052631578948,0.375,0.125,0.3157894736842105,0.7058823529411765,"HOME"
1,0.01,0.4722222222222222,0.7297297297297297,-1.3611111111111,6.108108108108112,0.375,0.625,0.6111111111111112,0.4375,"HOME"
1,0.01,0.7894736842105263,0.3333333333333333,8.236842105263165,-6.769230769230774,0.875,0.625,0.25,0.75,"HOME"
0.01,0.01,0.4864864864864865,0.3611111111111111,4.5945945945945965,-2.25,0.5,0.5,0.2857142857142857,0.6111111111111112,"VISITING"
1,0.01,0.1891891891891892,0.4864864864864865,-8.783783783783775,-0.8378378378378386,0.125,0.625,0.5333333333333333,0.17647058823529413,"VISITING"
0.01,0.01,0.5263157894736842,0.40540540540540543,1.3684210526315752,-4.4054054054054035,0.375,0.625,0.2777777777777778,0.7368421052631579,"VISITING"
0.01,4,0.65,0.7368421052631579,3.549999999999997,6.973684210526329,0.625,0.375,0.631578947368421,0.75,"VISITING"
0.01,1,0.8108108108108109,0.39473684210526316,9.324324324324323,-2.7894736842105345,0.75,0.75,0.42105263157894735,0.95,"HOME"
2,0.01,0.35,0.358974358974359,-3.625,-5.743589743589737,0.125,0.125,0.3,0.45,"VISITING"
0.01,0.01,0.2564102564102564,0.4,-5.974358974358978,-3.2249999999999943,0,0.25,0.35,0.3684210526315789,"VISITING"
0.01,1,0.4864864864864865,0.4864864864864865,-0.864864864864856,-0.4864864864864984,0.5,0.75,0.3888888888888889,0.47058823529411764,"HOME"
1,1,0.5263157894736842,0.358974358974359,1.1578947368421098,-5.666666666666657,0.75,0.5,0.19047619047619047,0.5789473684210527,"VISITING"
1,0.01,0.5789473684210527,0.575,2.55263157894737,1.8250000000000028,0.375,0.5,0.45,0.7222222222222222,"VISITING"
1,0.01,0.42105263157894735,0.325,-3.05263157894737,-6.700000000000003,0.25,0.5,0.23809523809523808,0.3684210526315789,"VISITING"
3,0.01,0.7435897435897436,0.625,7.102564102564102,4.625,0.5,0.75,0.5652173913043478,0.8421052631578947,"HOME"
1,1,0.38461538461538464,0.675,-3.435897435897431,5.775000000000006,0.625,0.75,0.47368421052631576,0.3684210526315789,"VISITING"
1,0.01,0.5135135135135135,0.47368421052631576,2.621621621621628,4.39473684210526,0.625,0.375,0.3684210526315789,0.5294117647058824,"HOME"
1,0.01,0.7948717948717948,0.7631578947368421,8.128205128205124,6.3421052631579045,0.875,0.625,0.7222222222222222,0.7619047619047619,"VISITING"
1,0.01,0.5,0.3783783783783784,-0.6842105263157805,-2.1081081081081123,0.75,0.625,0.3333333333333333,0.45454545454545453,"HOME"
0.01,0.01,0.34210526315789475,0.7105263157894737,-8.131578947368425,5.5,0.5,0.5,0.5789473684210527,0.42105263157894735,"VISITING"
0.01,0.01,0.4146341463414634,0.717948717948718,-2.902439024390233,5.743589743589737,0.375,0.5,0.6,0.45,"VISITING"
1,0.01,0.47368421052631576,0.3333333333333333,-0.5526315789473699,-8.307692307692307,0.75,0.375,0.2631578947368421,0.5789473684210527,"HOME"
0.01,0.01,0.5853658536585366,0.7692307692307693,1.853658536585371,6.410256410256409,0.625,0.75,0.7368421052631579,0.7,"VISITING"
0.01,0.01,0.5,0.41025641025641024,-0.7631578947368496,-3.512820512820511,0.625,0.25,0.47368421052631576,0.5,"VISITING"
0.01,0.01,0.39473684210526316,0.6097560975609756,-1.7631578947368496,4.365853658536594,0.125,0.625,0.5416666666666666,0.5,"VISITING"
0.01,1,0.6341463414634146,0.18421052631578946,3.170731707317074,-8.684210526315795,0.625,0.125,0.2,0.7142857142857143,"HOME"
0.01,1,0.8157894736842105,0.6829268292682927,9.815789473684205,5.975609756097569,0.75,0.875,0.5,0.9523809523809523,"HOME"
0.01,0.01,0.46153846153846156,0.34146341463414637,4.15384615384616,-6.024390243902445,0.375,0.625,0.2727272727272727,0.5789473684210527,"HOME"
0.01,2,0.25,0.34146341463414637,-6.075000000000003,-3.6097560975609753,0,0.125,0.25,0.35,"HOME"
1,1,0.5641025641025641,0.5128205128205128,2.410256410256409,0.9230769230769198,0.375,0.75,0.47368421052631576,0.6842105263157895,"HOME"
1,0.01,0.5263157894736842,0.375,2.6842105263157947,-5.5249999999999915,0.625,0.25,0.3333333333333333,0.5555555555555556,"VISITING"
1,1,0.775,0.1794871794871795,7.700000000000003,-8.717948717948715,0.75,0,0.19047619047619047,0.7272727272727273,"HOME"
4,0.01,0.75,0.3684210526315789,7.075000000000003,-2.078947368421055,0.625,0.5,0.3125,0.85,"HOME"
0.01,0.01,0.5128205128205128,0.725,0.8974358974358978,5.799999999999997,0.375,0.625,0.6190476190476191,0.7,"HOME"
1,0.01,0.375,0.42105263157894735,-3.6999999999999886,-3.8421052631578902,0.625,0.75,0.3157894736842105,0.35,"VISITING"
0.01,1,0.40476190476190477,0.5128205128205128,-3.0238095238095184,2.461538461538453,0.375,0.5,0.5,0.42857142857142855,"HOME"
1,0.01,0.48717948717948717,0.3902439024390244,0.1025641025641022,-5.243902439024396,0.75,0.25,0.36363636363636365,0.6,"HOME"
1,0.01,0.375,0.5714285714285714,-5.325000000000003,1.4285714285714164,0.5,0.625,0.47619047619047616,0.5555555555555556,"VISITING"
1,1,0.425,0.6666666666666666,-3.2750000000000057,5.5,0.375,0.75,0.47619047619047616,0.35,"VISITING"
0.01,0.01,0.6190476190476191,0.8205128205128205,4.5,9.92307692307692,0.625,0.875,0.6470588235294118,0.7058823529411765,"VISITING"
0.01,0.01,0.6428571428571429,0.775,3.3333333333333286,6.6499999999999915,0.75,0.75,0.75,0.7272727272727273,"HOME"
0.01,0.01,0.48717948717948717,0.325,-0.8974358974358978,-8.724999999999994,0.625,0.25,0.25,0.47368421052631576,"HOME"
1,0.01,0.5128205128205128,0.38461538461538464,-0.6410256410256494,-1.9743589743589638,0.75,0,0.3,0.4782608695652174,"VISITING"
0.01,2,0.7073170731707317,0.3333333333333333,5.487804878048792,-3.5714285714285694,0.5,0.125,0.23809523809523808,0.8421052631578947,"HOME"
0.01,0.01,0.4358974358974359,0.2682926829268293,-3.1538461538461604,-5.878048780487802,0.875,0.125,0.15,0.5263157894736842,"HOME"
0.01,0.01,0.3333333333333333,0.475,-6.5,4.700000000000003,0.5,0.375,0.35,0.42105263157894735,"VISITING"
0.01,0.01,0.4,0.358974358974359,-1.8499999999999943,-2.410256410256409,0.125,0.5,0.29411764705882354,0.47368421052631576,"VISITING"
3,0.01,0.7560975609756098,0.7560975609756098,7.268292682926827,6.170731707317074,0.625,0.625,0.7142857142857143,0.8571428571428571,"HOME"
0.01,0.01,0.2619047619047619,0.525,-6,1.0500000000000114,0.125,0.375,0.3157894736842105,0.38095238095238093,"VISITING"
0.01,2,0.5,0.32558139534883723,-0.6749999999999972,-3.6511627906976827,0.625,0.125,0.22727272727272727,0.5,"VISITING"
0.01,1,0.4186046511627907,0.6744186046511628,-2.8372093023255758,5.581395348837205,0.375,0.75,0.5,0.45454545454545453,"HOME"
1,1,0.36585365853658536,0.5,-5.317073170731703,0.15000000000000568,0.5,0.75,0.3684210526315789,0.5263157894736842,"VISITING"
1,0.01,0.5,0.5813953488372093,2.2750000000000057,1.5116279069767558,0.5,0.625,0.5,0.5263157894736842,"HOME"
1,0.01,0.175,0.4146341463414634,-9.200000000000003,-3.41463414634147,0,0.375,0.5,0.16666666666666666,"HOME"
0.01,0.01,0.6511627906976745,0.375,3.558139534883722,-1.9249999999999972,0.75,0.625,0.3333333333333333,0.7391304347826086,"HOME"
1,1,0.575,0.825,2.700000000000003,9.875,0.375,0.875,0.6666666666666666,0.7,"HOME"
1,3,0.7804878048780488,0.7619047619047619,8.195121951219505,7.285714285714278,0.875,0.625,0.65,0.7391304347826086,"VISITING"
1,0.01,0.36585365853658536,0.3170731707317073,-4.170731707317074,-8.707317073170728,0.5,0.125,0.23809523809523808,0.3333333333333333,"VISITING"
0.01,1,0.7380952380952381,0.5,5.833333333333329,0.5499999999999972,0.625,0.625,0.45,0.8,"HOME"
0.01,0.01,0.7142857142857143,0.38095238095238093,5.523809523809533,-5.166666666666657,0.5,0.25,0.34782608695652173,0.85,"HOME"
0.01,2,0.5365853658536586,0.7619047619047619,1.0975609756097526,7.857142857142861,0.5,0.75,0.8333333333333334,0.7142857142857143,"VISITING"
2,3,0.3409090909090909,0.7674418604651163,-3.5227272727272805,7.255813953488371,0.25,0.75,0.6666666666666666,0.42857142857142855,"VISITING"
0.01,0.01,0.45,0.5681818181818182,-2.799999999999997,1.2954545454545467,0.875,0.625,0.4782608695652174,0.55,"HOME"
1,0.01,0.35714285714285715,0.4318181818181818,-4.166666666666657,-2.681818181818187,0.375,0.5,0.38095238095238093,0.3181818181818182,"HOME"
0.01,2,0.5121951219512195,0.6590909090909091,0.41463414634147,5.363636363636374,0.75,0.75,0.4782608695652174,0.6190476190476191,"VISITING"
1,1,0.35714285714285715,0.1951219512195122,-5.452380952380949,-8.902439024390233,0.5,0.125,0.18181818181818182,0.5,"HOME"
0.01,0.01,0.40476190476190477,0.3902439024390244,-3.404761904761898,-2.2195121951219505,0.375,0.125,0.3333333333333333,0.3333333333333333,"VISITING"
0.01,0.01,0.6046511627906976,0.4878048780487805,4.20930232558139,4.951219512195124,0.5,0.5,0.38095238095238093,0.6666666666666666,"VISITING"
